validate,cvss2_auth,8,code,hc,w2v,-
validate,cvss2_conf,8,code,hc,w2v,-
validate,cvss2_integrity,8,code,hc,w2v,-
validate,cvss2_avail,8,code,hc,w2v,-
validate,cvss2_severity,8,code,hc,w2v,-
validate,cvss2_vector,8,manual,-,-,-
validate,cvss2_accessvect,8,manual,-,-,-
validate,cvss2_accesscomp,8,manual,-,-,-
validate,cvss2_auth,8,manual,-,-,-
validate,cvss2_conf,8,manual,-,-,-
validate,cvss2_integrity,8,manual,-,-,-
validate,cvss2_avail,8,manual,-,-,-
validate,cvss2_severity,8,manual,-,-,-
validate,cvss2_vector,9,code,hc,bow,-
validate,cvss2_accessvect,9,code,hc,bow,-
validate,cvss2_accesscomp,9,code,hc,bow,-
validate,cvss2_auth,9,code,hc,bow,-
validate,cvss2_conf,9,code,hc,bow,-
validate,cvss2_integrity,9,code,hc,bow,-
validate,cvss2_avail,9,code,hc,bow,-
validate,cvss2_severity,9,code,hc,bow,-
validate,cvss2_vector,9,code,hc,w2v,-
validate,cvss2_accessvect,9,code,hc,w2v,-
validate,cvss2_accesscomp,9,code,hc,w2v,-
validate,cvss2_auth,9,code,hc,w2v,-
validate,cvss2_conf,9,code,hc,w2v,-
validate,cvss2_integrity,9,code,hc,w2v,-
validate,cvss2_avail,9,code,hc,w2v,-
validate,cvss2_severity,9,code,hc,w2v,-
validate,cvss2_vector,9,manual,-,-,-
validate,cvss2_accessvect,9,manual,-,-,-
validate,cvss2_accesscomp,9,manual,-,-,-
validate,cvss2_auth,9,manual,-,-,-
validate,cvss2_conf,9,manual,-,-,-
validate,cvss2_integrity,9,manual,-,-,-
validate,cvss2_avail,9,manual,-,-,-
validate,cvss2_severity,9,manual,-,-,-
